comparison_key,reason,banner,market,year,period,product_id,product,promo_id,promo_status,forecast_incremental_cases,execution_start,execution_end,source_workbook,source_sheet,source_row,description
mom,Fcst Inc Cases is not positive,Sobeys Quebec,CG-SOBEY'S QUEBEC,2026,August,TDL,TDL CAN,000ITIUEA,Planned,0.0,2026-09-01,2026-12-30,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,628,TD SBYQ  Flap UpBeverage Original budget 10K
mom,Fcst Inc Cases is not positive,Sobeys Quebec,CG-SOBEY'S QUEBEC,2026,August,6320925372,TDL KCUP GINGERBREAD 6/12 CT,000ITISEH,Planned,0.0,2026-11-26,2026-12-02,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,808,TD IGA AD & Booking  Nov 26-Dec 2  HC-10ct 12ct
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDRGSB-6/300,R&G SMALL BAG 6/300GR,000ISEXVR,Committed,0.0,2026-01-01,2026-01-14,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,881,TD Freshco TH 300gm + Nespresso + FVC instore - PART 2
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDHBHC-36/500,HB HOT CHOCOLATE 36/500GR,000ISEXVR,Committed,0.0,2026-01-01,2026-01-14,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,883,TD Freshco TH 300gm + Nespresso + FVC instore - PART 2
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDHBHC-12/500,HB HOT CHOCOLATE 12/500GR,000ISEXVR,Committed,0.0,2026-01-01,2026-01-14,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,884,TD Freshco TH 300gm + Nespresso + FVC instore - PART 2
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDHBHC-12/450,HB HOT CHOCOLATE 12/450GR,000ISEXVR,Committed,0.0,2026-01-01,2026-01-14,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,885,TD Freshco TH 300gm + Nespresso + FVC instore - PART 2
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDHBCAP-12/343,HB CAPPUCCINO 12/454GR,000ISEXVR,Committed,0.0,2026-01-01,2026-01-14,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,886,TD Freshco TH 300gm + Nespresso + FVC instore - PART 2
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDRGSB-6/300,R&G SMALL BAG 6/300GR,000ISEW8Z,Committed,0.0,2026-01-01,2026-01-14,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,894,TD Freshco NOV EVENT part 2
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDRGLB-6/652,R&G LARGE BAG 6/652GR,000HMCXGV,Committed,0.0,2026-01-01,2026-02-11,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,906,TD Sobeys C8F25 Roast & Ground - Part 2
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDHBHC-36/500,HB HOT CHOCOLATE 36/500GR,000ISF2ZB,Committed,0.0,2026-01-15,2026-03-11,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,915,TD Freshco Hot Chocolate
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,6320909463,TDL COFFEE FINE GRIND HALF DRP 126/930GR,000ISEWBL,Committed,0.0,2026-01-01,2026-12-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,921,TD Sobeys ROC On-going DISPLAY ALLOWANCE
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDSSKC-48/12,SS KCOMP 48/12CT,000ISEWBL,Committed,0.0,2026-01-01,2026-12-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,922,TD Sobeys ROC On-going DISPLAY ALLOWANCE
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDSSKC-16/30,SS KCOMP 16/30CT,000ISEWBL,Committed,0.0,2026-01-01,2026-12-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,923,TD Sobeys ROC On-going DISPLAY ALLOWANCE
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDSSKC-145/30,SS KCOMP 145/30CT,000ISEWBL,Committed,0.0,2026-01-01,2026-12-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,924,TD Sobeys ROC On-going DISPLAY ALLOWANCE
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDSHSP-192/540,SOUPS 192/540ML,000ISEWBL,Committed,0.0,2026-01-01,2026-12-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,925,TD Sobeys ROC On-going DISPLAY ALLOWANCE
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDRGSB-48/300,R&G SMALL BAG 48/300GR,000ISEWBL,Committed,0.0,2026-01-01,2026-12-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,926,TD Sobeys ROC On-going DISPLAY ALLOWANCE
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDRGLC-126/930,R&G LARGE CAN 126/930GR,000ISEWBL,Committed,0.0,2026-01-01,2026-12-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,927,TD Sobeys ROC On-going DISPLAY ALLOWANCE
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDRGLC-126/930,R&G LARGE CAN 126/930GR,000ISEWBL,Committed,0.0,2026-01-01,2026-12-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,928,TD Sobeys ROC On-going DISPLAY ALLOWANCE
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDNC-32/10,NCOMP 32/10CT,000ISEWBL,Committed,0.0,2026-01-01,2026-12-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,929,TD Sobeys ROC On-going DISPLAY ALLOWANCE
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDIC-60/100,INSTANT COFFEE 60/100GR,000ISEWBL,Committed,0.0,2026-01-01,2026-12-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,930,TD Sobeys ROC On-going DISPLAY ALLOWANCE
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDIC-36/100,INSTANT COFFEE 36/100GR,000ISEWBL,Committed,0.0,2026-01-01,2026-12-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,931,TD Sobeys ROC On-going DISPLAY ALLOWANCE
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDIC-288/100,INSTANT COFFEE 288/100GR,000ISEWBL,Committed,0.0,2026-01-01,2026-12-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,932,TD Sobeys ROC On-going DISPLAY ALLOWANCE
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDHBMX-48/10,HB MIX DISPLAYER 48/10EA,000ISEWBL,Committed,0.0,2026-01-01,2026-12-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,933,TD Sobeys ROC On-going DISPLAY ALLOWANCE
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDHBMX-36/1,HB MIX DISPLAYER 36/1EA,000ISEWBL,Committed,0.0,2026-01-01,2026-12-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,934,TD Sobeys ROC On-going DISPLAY ALLOWANCE
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDHBHC-36/500,HB HOT CHOCOLATE 36/500GR,000ISEWBL,Committed,0.0,2026-01-01,2026-12-31,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,935,TD Sobeys ROC On-going DISPLAY ALLOWANCE
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDSSKC-6/12,SS KCOMP 6/12CT,000ISF5RE,Committed,0.0,2026-01-22,2026-01-28,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,939,TD Wholesale P2 12ct & 300g Bags
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDRGSB-6/300,R&G SMALL BAG 6/300GR,000ISF5RE,Committed,0.0,2026-01-22,2026-01-28,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,941,TD Wholesale P2 12ct & 300g Bags
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDDCR-6/750,CREAMER 6/750ML,000ISEYZX,Committed,0.0,2026-01-29,2026-02-04,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,943,TD Wholesale  Creamers 750ml
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDSHSP-24/284,SOUPS 24/284ML,000ISF05N,Committed,0.0,2026-01-29,2026-02-04,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,945,TD Sobeys C8 F26 Condensed Ad - Community
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDRGSB-6/300,R&G SMALL BAG 6/300GR,000ISEZHL,Committed,0.0,2026-02-12,2026-02-18,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,947,TD Wholesale 300g Bags
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDSHSP-12/540,SOUPS 12/540ML,000ISF1WF,Committed,0.0,2026-02-12,2026-03-18,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,951,TD Wholesale Soup & Chili
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDSHHB-12/425,HOT BOWLS 12/425GR,000ISF1WF,Committed,0.0,2026-02-12,2026-03-18,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,952,TD Wholesale Soup & Chili
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDDCR-6/750,CREAMER 6/750ML,000ISEU2S,Committed,0.0,2026-02-12,2026-03-18,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,960,TD Wholesale TH Creamers 750ml
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDHBHC-3/20,HB HOT CHOCOLATE 3/20CT,000ISF5U5,Committed,0.0,2026-02-12,2026-03-18,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,969,TD Sobeys C9F25 Hot Beverage
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDNC-32/10,NCOMP 32/10CT,000ISF32H,Committed,0.0,2026-02-12,2026-03-18,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,987,TD Sobeys C9F25 Instant Nespresso Tea + AD
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDIC-6/300,INSTANT COFFEE 6/300GR,000ISF32H,Committed,0.0,2026-02-12,2026-03-18,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,990,TD Sobeys C9F25 Instant Nespresso Tea + AD
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDIC-36/100,INSTANT COFFEE 36/100GR,000ISF32H,Committed,0.0,2026-02-12,2026-03-18,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,992,TD Sobeys C9F25 Instant Nespresso Tea + AD
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDTB-6/20,TEA BAG 6/20CT,000ISF30R,Committed,0.0,2026-02-12,2026-03-18,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,996,TD Sobeys C9F25 Single Serve
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,6320918750,TDL ORG KCUP DISPLAY 16/30 CT,000ISF30R,Committed,0.0,2026-02-12,2026-03-18,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,998,TD Sobeys C9F25 Single Serve
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDL,TDL CAN,000J3T3HP,Committed,0.0,2026-02-19,2026-03-25,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,1006,TD Sobeys C9F25 Regular Ad Fee Lumpsum
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDL,TDL CAN,000J3T3HK,Committed,0.0,2026-02-19,2026-03-25,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,1008,TD Sobeys C9F25 Gold Tribute Coffee Lumpsum
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDRGSB-6/300,R&G SMALL BAG 6/300GR,000ISF5SL,Committed,0.0,2026-02-26,2026-03-04,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,1010,TD Freshco Feb-March 300gm
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDSSKCC-4/24,SS KCOMP CAP 4/24CT,000ISF6T2,Committed,0.0,2026-03-05,2026-03-11,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,1012,TD Wholesale P4 LG Tin & 30ct
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDRGLB-6/2,R&G LARGE BAG 6/2LB,000ISF6T2,Committed,0.0,2026-03-05,2026-03-11,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,1015,TD Wholesale P4 LG Tin & 30ct
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,6320913827,TDL CN/COB/CR SOUP 1/2 DRP 192/540 ML,000ISF061,Committed,0.0,2026-03-19,2026-03-25,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,1019,TD Sobeys C9F25 Soup
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDSHSP-192/540,SOUPS 192/540ML,000ISF061,Committed,0.0,2026-03-19,2026-03-25,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,1020,TD Sobeys C9F25 Soup
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDSHSP-12/540,SOUPS 12/540ML,000ISF061,Committed,0.0,2026-03-19,2026-03-25,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,1021,TD Sobeys C9F25 Soup
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDSHSP-12/540,SOUPS 12/540ML,000ISF061,Committed,0.0,2026-03-19,2026-03-25,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,1022,TD Sobeys C9F25 Soup
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDSHSP-12/400,SOUPS 12/400ML,000ISF061,Committed,0.0,2026-03-19,2026-03-25,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,1023,TD Sobeys C9F25 Soup
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDSSTA-5/14,SS TASSIMO 5/14CT,000J3437D,Committed,0.0,2026-03-19,2026-03-25,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,1025,TD Sobeys C10F25 Tassimo 14ct
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDHBMX-4/24,HB MIX 4/24EA,000ISF4XW,Committed,0.0,2026-03-19,2026-04-29,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,1028,TD Sobeys C10F25 Hot Beverage
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDHBCAP-12/343,HB CAPPUCCINO 12/454GR,000ISF4XW,Committed,0.0,2026-03-19,2026-04-29,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,1031,TD Sobeys C10F25 Hot Beverage
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDSSKCC-4/24,SS KCOMP CAP 4/24CT,000ISF1XK,Committed,0.0,2026-03-19,2026-04-29,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,1034,TD Wholesale 930g LG Tin/30ct
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDRGSB-48/300,R&G SMALL BAG 48/300GR,000IYJI10,Committed,0.0,2026-03-19,2026-04-29,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,1040,TD Freshco R&G 300 G
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDSSKC-1/30,SS KCOMP 1/30CT,000J6XSFG,Planned,0.0,2026-03-19,2026-04-29,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,1050,TD Sobeys C10F25 LUMPSUM AD FEES (placeholder)
mom,Fcst Inc Cases is not positive,Sobeys ROC,CG-SOBEY'S ROC,2026,August,TDDCR-6/750,CREAMER 6/750ML,000ISEWDK,Committed,0.0,2026-04-09,2026-04-15,DR 2026 - 2026-08-04 (EXCEXP_TLS_000JGVABX).xlsx,Rebates,1054,TD Wholesale Creamers 750ml
